feature_fraction,min_child_samples,num_leaves,fold,n_train,n_valid,best_iteration,pr_auc
0.5,50,255,0,68896,68896,1581,0.5841893948751393
0.5,50,255,1,137792,68897,1007,0.5961055609899886
0.5,50,255,2,206689,68896,698,0.6287564866026079
0.5,50,255,3,275585,68896,1129,0.5976892632764628
0.5,50,255,4,344481,68897,1461,0.6345284049165496
